Timestamp,How old are you?,What industry do you work in?,Job title,What is your annual salary?,Please indicate the currency,Where are you located? (City/state/country),How many years of post-college professional work experience do you have?
4/24/2019 11:47:48,25-34,Nonprofit (human services),Grants Manager (Development),72000,USD,"Baltimore, Maryland, USA",8 - 10 years
4/24/2019 11:47:48,25-34,Tech,UX Writer & Designer,128000,USD,"Mountain View, CA",5-7 years
4/24/2019 11:47:48,25-34,Digital Marketing,SEO Specialist,"42,000",USD,"Philadelphia, PA USA",5-7 years
4/24/2019 11:47:49,45-54,Education ,Human Resources Manager ,107000,CAD,Canada,21 - 30 years
4/24/2019 11:47:50,35-44,Outdoor Furniture Customer Service,Customer Service Rep,"45,000",USD,"Manassas, VA, USA",5-7 years
4/24/2019 11:47:51,25-34,Construction,Project Manager,73000,USD,Yuma Arizona,2 - 4 years
4/24/2019 11:47:52,35-44,Parks & Rec,Human Resources Manager,"90,000",USD,Denver Metro,11 - 20 years
4/24/2019 11:47:52,25-34,Retail,Bookseller,36400,USD,New York,5-7 years
4/24/2019 11:47:52,25-34,Publishing Technology,Product Support Specialist,71000,USD,Hudson/MA/USA,8 - 10 years
4/24/2019 11:47:53,45-54,Consiltingo,Expert,400000,USD,NJ,21 - 30 years
4/24/2019 11:47:53,25-34,Biotech ,Global manger ,150000,USD,"CT, USAs",11 - 20 years
4/24/2019 11:47:53,25-34,Government,Records Department Head/Office Manager,"42,000.00",USD,Minnesota,2 - 4 years
4/24/2019 11:47:54,25-34,Non profit legal services ,Social worker ,65k,USD,Nyc,8 - 10 years
4/24/2019 11:47:58,25-34,,Controller,105000,CAD,Ontario,8 - 10 years
4/24/2019 11:48:01,35-44,Customer service ,CSR,"32,000",USD,San Antonio TX USA ,21 - 30 years
4/24/2019 11:48:02,25-34,Communications ,Communications Specialist,"55,000",USD,"Minneapolis, MN, US",2 - 4 years
4/24/2019 11:48:02,35-44,Insurance,Processor,40000,USD,"Long Island, NY, USA",21 - 30 years
4/24/2019 11:48:04,45-54,Property Management,Office Manager,"52,000.00",USD,"Scotts Valley, California USA",31 - 40 years
4/24/2019 11:48:06,25-34,"finance, web services",Project Manager,"59,000",USD,"Athens, GA",5-7 years
4/24/2019 11:48:06,35-44,automotive,Senior Specialist,51000,USD,"Montgomery, AL USA",11 - 20 years
4/24/2019 11:48:06,25-34,Higher Education,Graduate Coordinator,"30,450",USD,"Tallahassee, FL",8 - 10 years
4/24/2019 11:48:10,25-34,Law,Associate Attorney,"$200,000 including bonus and 401k match",USD,Los Angeles County,5-7 years
4/24/2019 11:48:11,25-34,biotech,Associate Director Records Information Management,"$150,000 + 15% cash bonus and equity",USD,Boston MA,5-7 years
4/24/2019 11:48:13,35-44,Customer service,Training Assistant,"33,280",USD,"Milwaukee, WI, USA",21 - 30 years
4/24/2019 11:48:13,35-44,Social services,Licensed Clinical Social Worker,70000,USD,Austin/Texas/USA,8 - 10 years
4/24/2019 11:48:19,45-54,Healthcare,Physical Therapist,"$81,000",USD,"Skowhegan, Maine, Somerset",21 - 30 years
4/24/2019 11:48:21,25-34,Biotechnology,QA Technical Manager,"100,400",USD,San Francisco/CA/USA,5-7 years
4/24/2019 11:48:22,35-44,Arts Education,General Manager,65000,CAD,Toronto,11 - 20 years
4/24/2019 11:48:23,25-34,media,editor,"60,000",USD,"Nashville, TN, USA",5-7 years
4/24/2019 11:48:23,35-44,Transportation,Deputy CEO,125000,USD,Maryland,11 - 20 years
4/24/2019 11:48:25,55-64,Finance,Accounting Specialist IV,"64,000",USD,SW Washington/United States,21 - 30 years
4/24/2019 11:48:25,35-44,government,data scientist,138000,USD,"Washington, DC",11 - 20 years
4/24/2019 11:48:27,35-44,Financial Services,Copywriter/Content Manager,"60,000.00",USD,"Middletown, RI",11 - 20 years
4/24/2019 11:48:27,25-34,Government,Policy analyst,"82,400",CAD,Ottawa,2 - 4 years
4/24/2019 11:48:27,35-44,environmental consulting,senior scientist,103000,USD,Pittsburgh PA USA,11 - 20 years
4/24/2019 11:48:28,25-34,Native American sovereign nation,Human Resources Generalist,50000,USD,"Edwardsburg, MI, US",5-7 years
4/24/2019 11:48:29,25-34,Legal,Attorney,"54,000",USD,"Saint Cloud, MN, USA",2 - 4 years
4/24/2019 11:48:30,35-44,Academia,Assistant Professor,"$60,000",USD,"Wisconsin, US",5-7 years
4/24/2019 11:48:30,25-34,Marketing,"Manager, Demand Generation & Marketing Automation ","70,000",USD,"Chicago, IL, USA",2 - 4 years
4/24/2019 11:48:31,25-34,Manufacturing (Garage Doors),Marketing Assistant Manager,"$50,948",USD,"Winston-Salem, NC, USA",5-7 years
4/24/2019 11:48:31,45-54,Book publishing,Senior Editor,"$62,750",USD,"Twin Cities, MN",21 - 30 years
4/24/2019 11:48:35,35-44,Fuel Distribution,IT Operations,70000,USD,"Tacoma, WA",11 - 20 years
4/24/2019 11:48:37,35-44,Health Information Management,Coder II ,"$36,000",USD,"Pittsburgh, PA USA",2 - 4 years
4/24/2019 11:48:39,35-44,Nonprofit,Director of Communications,50000,USD,,11 - 20 years
4/24/2019 11:48:43,45-54,Libraries,Cataloging Librarian,62000,USD,"Oklahoma City, OK, USA",21 - 30 years
4/24/2019 11:48:47,35-44,Non profit,Sr manager,135000,USD,Seattle ,8 - 10 years
4/24/2019 11:48:48,35-44,Software,Digital Marketing Manager,93000,USD,"Houston, TX, USA",11 - 20 years
4/24/2019 11:48:48,25-34,Utilities,Staff Accountant,63000,USD,"Houston, TX, USA",5-7 years
4/24/2019 11:48:49,25-34,Nonprofit focused on art,Executive assistant,23400,USD,"Los Angeles, California, USA",5-7 years
4/24/2019 11:48:50,25-34,Event Production,Production Coordinator,58500,USD,"New York, NY, USA",2 - 4 years
4/24/2019 11:48:50,25-34,Education,Teacher,"$45,750",USD,"Chattanooga, TN",8 - 10 years
4/24/2019 11:48:50,25-34,IT,Senior software engineer ,127600,USD,"Baltimore/DC metro area, US",8 - 10 years
4/24/2019 11:48:52,25-34,Healthcare Nonprofit,Events Marketing Manager,"$55,000",USD,Alexandria/VA/US,8 - 10 years
4/24/2019 11:48:52,25-34,Advertising ,Strategist ,£50000,GBP,London,8 - 10 years
4/24/2019 11:48:52,25-34,Higher Education,Facilities Manager,76882.5,USD,"College Park, MD",8 - 10 years
4/24/2019 11:48:54,35-44,Non-profit - harm reduction,Manager,69000,CAD,"Winnipeg, Manitoba, Canada",8 - 10 years
4/24/2019 11:48:55,55-64,Publishing,Designer,$40/hour,USD,"Oklahoma City, OK",31 - 40 years
4/24/2019 11:48:55,35-44,Garbage ,Residential helper,42750.67,USD,Jacksonville Florida,11 - 20 years
4/24/2019 11:48:57,25-34,Legal / nonprofit,Manager of Development,76000,CAD,Toronto,5-7 years
4/24/2019 11:48:58,35-44,Retail,HR Director,"130,000",USD,"Georgia, USA",11 - 20 years
4/24/2019 11:48:58,35-44,BioTech,Sr. Associate Training & Development,80K,USD,"Los Angles, CA, USA",11 - 20 years
4/24/2019 11:48:59,25-34,Higher Education Fundraising,Development Analyst,52275,USD,"Bloomington, IN, USA",8 - 10 years
4/24/2019 11:48:59,35-44,Insurance,Counsel,133000,USD,Iowa,11 - 20 years
4/24/2019 11:49:00,25-34,software,implementation manager,75000,USD,"boston, ma, usa",5-7 years
4/24/2019 11:49:00,35-44,Construction/Manufacturing,Inside Sales,"31,000",USD,"Portland, OR",11 - 20 years
4/24/2019 11:49:00,25-34,Non-Profit,Grants Manager,"$40,000",USD,Michigan,2 - 4 years
4/24/2019 11:49:01,35-44,Defense,Director,"190,000",USD,"Los Angeles, CA",11 - 20 years
4/24/2019 11:49:01,25-34,Print,Senior Graphic Designer,56000,CAD,"Toronto, Ontario, Canada",5-7 years
4/24/2019 11:49:02,25-34,Nonprofit,Senior Data Scientist,145000,USD,Washington DC/USA,11 - 20 years
4/24/2019 11:49:03,25-34,Non-Profit,Human Resources Administrator,53000,USD,"Arlington, VA, USA",2 - 4 years
4/24/2019 11:49:03,25-34,Research/Science,Clinical Research Coordinator,"50,000",USD,Richmond/VA/USA,8 - 10 years
4/24/2019 11:49:06,25-34,Hospitality,Sales Manager,"58,000",USD,"Milwaukee, Wisconsin",8 - 10 years
4/24/2019 11:49:08,35-44,Financial services,Software developer,250000,USD,"Chicago, IL, USA",11 - 20 years
4/24/2019 11:49:08,45-54,Property Management,Payroll Specialist,51000,USD,"Portland, OR, USA",21 - 30 years
4/24/2019 11:49:09,25-34,Financial Services,Consulting Manager,89000,USD,"Boston, MA, USA",2 - 4 years
4/24/2019 11:49:10,25-34,Manufacturing,Supply Chain Planner,47660,USD,Charlotte/North Carolina/US,5-7 years
4/24/2019 11:49:11,25-34,Law,Staff Law Clerk,99927,USD,"Trenton, NJ",2 - 4 years
4/24/2019 11:49:13,25-34,Nonprofit,Vice President of Information Technology,145000,USD,San Marino/California/USA,8 - 10 years
4/24/2019 11:49:13,35-44,marketing,Sr Account Executive,92000,USD,"Indianapolis, IN",11 - 20 years
4/24/2019 11:49:14,25-34,Nursing,Manager of cardiac rehabilitation ,"$90,000",USD,Southport/NC/USA,8 - 10 years
4/24/2019 11:49:14,25-34,healthcare,sr business analyst,33750,USD,czech republic,5-7 years
4/24/2019 11:49:14,35-44,Educational Asessment,Senior Project Coordinator,"58,855.78",USD,"Washington, DC",11 - 20 years
4/24/2019 11:49:15,25-34,marketing,copywriter,"40,000",USD,Richmond/VA/USA,5-7 years
4/24/2019 11:49:16,35-44,Legal,Paralegal,53000,USD,"Cleveland, Ohio",11 - 20 years
4/24/2019 11:49:16,25-34,Tech,Senior HR Manager ,135000,USD,,2 - 4 years
4/24/2019 11:49:17,25-34,Higher Education Fundraising ,Prospect Management Analyst,"48,000",USD,"Tucson, Arizona",8 - 10 years
4/24/2019 11:49:18,25-34,Higher Education,Systems Officer,£35000,GBP,London,2 - 4 years
4/24/2019 11:49:18,25-34,Federal government (Canada),Librarian,76k ,CAD,Ottawa,5-7 years
4/24/2019 11:49:18,35-44,Creative/Marketing,Video Editor,50000,USD,"Dallas, TX, USA",5-7 years
4/24/2019 11:49:19,25-34,Defense,Systems Test Engineer 3,89000,USD,Southern California,5-7 years
4/24/2019 11:49:19,25-34,Nonprofit - Legal Aid,Office Manager,"$65,000",USD,"San Francisco, CA",5-7 years
4/24/2019 11:49:19,25-34,Staffing,Project Coordinator/recruiter,30000,USD,"Atlanta, Ga",2 - 4 years
4/24/2019 11:49:19,45-54,Insurance,Agent,85000,USD,"Walnut Creek, CA  USA",31 - 40 years
4/24/2019 11:49:21,25-34,Tech,Analyst,"46,000",USD,,5-7 years
4/24/2019 11:49:21,55-64,Education,Adjunct online instuctor,45000,USD,Evansville/IN/USA,11 - 20 years
4/24/2019 11:49:23,18-24,Academia,Graduate Recruiter,"42,000",CAD,Hamilton ON Canada,2 - 4 years
4/24/2019 11:49:23,35-44,Manufacturing ,HRM,"88,500",USD,"Glenview, IL, USA",5-7 years
4/24/2019 11:49:25,35-44,Education/IT,Application Developer,"80,000",USD,"Madison, WI, US",11 - 20 years
4/24/2019 11:49:27,25-34,Distribution services,Product Manager,68000,USD,"Minneapolis, MN, USA",2 - 4 years
4/24/2019 11:49:27,25-34,Government,"Associate Director, Budgets",122000,USD,Sacramento CA USA,8 - 10 years
4/24/2019 11:49:27,35-44,Academia,Research Associate,"90,000",USD,"Boston, MA",11 - 20 years
4/24/2019 11:49:29,35-44,Food and Beverage,Restaurant and Catering Manager,"64,450",USD,Ithaca NY,8 - 10 years
4/24/2019 11:49:31,25-34,Medical Device ,Principal Engineer,115000,USD,"Orange County, CA, USA",11 - 20 years
4/24/2019 11:49:31,25-34,Genetic counseling,Genetic counselor,85000,USD,"Gaithersburg, MD",5-7 years
4/24/2019 11:49:33,25-34,Higher Education,Program Director,"79,600",USD,"Columbus, Ohio",11 - 20 years
4/24/2019 11:49:34,25-34,Legal,Associate Attorney,140000,USD,"Orlando, Florida, USA",5-7 years
4/24/2019 11:49:34,25-34,Publishing ,Assistant Editor ,"37, 753.86",USD,"South Bend, Indiana  USA",2 - 4 years
4/24/2019 11:49:38,35-44,Library and Archives ,Supervisory Archivist,69000,USD,Beacon/NY/USA,8 - 10 years
4/24/2019 11:49:38,25-34,Software,Marketing Manager,"£40,000",GBP,"Brighton, UK",5-7 years
4/24/2019 11:49:40,25-34,,Captioning Agent,"$23,213",USD,"Tucson, Arizona, USA",2 - 4 years
4/24/2019 11:49:41,25-34,Pharmaceuticals,Lab Analyst,54080,USD,"Swiftwater, Pennsylvania, USA",5-7 years
4/24/2019 11:49:41,55-64,Retail,Hardware Department Manager,$10.10/ hour. Approx $20k last year,USD,"Peru, IL USA",31 - 40 years
4/24/2019 11:49:42,35-44,adult education,literacy coordinator,50000,USD,"Rhode Island, USA",11 - 20 years
4/24/2019 11:49:43,18-24,Higher Education,Outreach Coordinator,"39,000",USD,California,1 year or less
4/24/2019 11:49:43,25-34,Defense,Structural Engineer,"90,000",USD,"Connecticut, USA",5-7 years
4/24/2019 11:49:44,45-54,Government Contracting,Director of Human Resources,"165,000",USD,"Washington, DC/USA",21 - 30 years
4/24/2019 11:49:46,35-44,Federal contracts/professional services/for profit (education),Program manager,"$106,000",USD,Boston MA,11 - 20 years
4/24/2019 11:49:46,45-54,Education/Library,Library Literacy Program Coordinator,50000,USD,Florida/US,21 - 30 years
4/24/2019 11:49:48,25-34,Healthcare,Program Coordinator,53000,USD,"Philadelphia, PA",5-7 years
4/24/2019 11:49:49,25-34,Venture Capital,Director of Marketing,80000,USD,"Columbus, OH",5-7 years
4/24/2019 11:49:49,35-44,Law,Partner,"330,000",USD,"Atlanta, GA, USA",11 - 20 years
4/24/2019 11:49:50,25-34,Real Estate Development,Consultant,70000,USD,Atlanta/GA/USA,2 - 4 years
4/24/2019 11:49:51,35-44,Telecommunications,Senior Accountant,"90,000",USD,"Chicago, IL",5-7 years
4/24/2019 11:49:51,35-44,Education,Marketing Manager,105000,USD,"Schaumburg, IL, USA",11 - 20 years
4/24/2019 11:49:58,35-44,Public Sector,Administrative Attorney ,94000,USD,Boston Ma USA,8 - 10 years
4/24/2019 11:49:58,25-34,Non-profit (legal),Grants and Contracts Coordinator,60608,USD,"New York, NY",5-7 years
4/24/2019 11:49:58,25-34,Insurance,Actuary,125000,USD,Portland/OR/USA,8 - 10 years
4/24/2019 11:49:58,25-34,Behavioral health ,Crisis clinician,57000,USD,Portland PR,11 - 20 years
4/24/2019 11:49:59,35-44,Accounting ,Financial Specialist Associate ,43000,USD,"Ann Arbor, Michigan, United States ",8 - 10 years
4/24/2019 11:49:59,25-34,Publishing,Senior pre-media specialist,57000,USD,"Boston, MA, USA",8 - 10 years
4/24/2019 11:50:01,35-44,Higher Education,Senior Academic Associate,67250,USD,"Minneapolis, MN",21 - 30 years
4/24/2019 11:50:01,25-34,Non-Profit Arts,Senior Manager,60000,USD,Brooklyn/NY/USA,8 - 10 years
4/24/2019 11:50:02,35-44,Legal/Compliance,Assistant General Counsel/Compliance Officer,180000,USD,"New York, NY",8 - 10 years
4/24/2019 11:50:03,25-34,Education,Librarian,"69,000",USD,"Austin, TX, USA",5-7 years
4/24/2019 11:50:04,25-34,Civil Service ,Executive Officer ,"29, 609",EUR,Ireland,2 - 4 years
4/24/2019 11:50:05,35-44,Healthcare,SEO Lead,"83,000",USD,"Queens, NY, USA",8 - 10 years
4/24/2019 11:50:09,35-44,Non-Profit Art Museum,Mail Clerk,28392,USD,"New York, NY",8 - 10 years
4/24/2019 11:50:10,35-44,Higher Education (library),Metadata Coordinator,"31,000",GBP,"London, UK",8 - 10 years
4/24/2019 11:50:10,25-34,International Development,Writer-Editor,"71,000",USD,"Washington, DC",8 - 10 years
4/24/2019 11:50:11,35-44,Academia,Administrative Teaching Assistant,"30,000",GBP,London,11 - 20 years
4/24/2019 11:50:11,55-64,Engineering,Project Engineer,72000,USD,Lansing/Michigan/USA,31 - 40 years
4/24/2019 11:50:12,45-54,Manufacturing,I.T. Director,95000,USD,St.Louis/MO/USA,21 - 30 years
4/24/2019 11:50:12,25-34,Academia,Library Circulation Manager,39000,USD,Austin/TX/USA,5-7 years
4/24/2019 11:50:12,35-44,Renewable energy,Director of government affairs,180000,USD,"San Francisco, CA, USA",11 - 20 years
4/24/2019 11:50:12,25-34,Transportation & Logistics,Software Developer ||,90000,USD,"Seattle, WA, United States of America",2 - 4 years
4/24/2019 11:50:13,25-34,arts administration/higher ed,program coordinator,"53,000",USD,"Philadelphia, PA, USA",11 - 20 years
4/24/2019 11:50:14,35-44,Higher Education,Instructional Designer ,56000,USD,"Greeley, CO, USA",5-7 years
4/24/2019 11:50:14,25-34,Politics/organizing ,Fellowship Director ,"65,000",USD,"Richmond, VA, 23222",5-7 years
4/24/2019 11:50:15,25-34,Higher Education,Senior Accountant,50000,USD,Massachusetts,8 - 10 years
4/24/2019 11:50:15,18-24,Legal services,Legal project manager ,"50,000",GBP,,2 - 4 years
4/24/2019 11:50:15,35-44,Education,Librarian,48000,USD,Albuquerque/New Mexico/United States,11 - 20 years
4/24/2019 11:50:18,45-54,Real Estate,Senior Analyst ,69000,USD,"Madison, NJ US",11 - 20 years
4/24/2019 11:50:18,25-34,publishing,associate editor,"$31,000",USD,"Minneapolis, MN",5-7 years
4/24/2019 11:50:20,45-54,Healthcare (Hospital),"Program Coordinator, Accreditation & Regulatory Compliance","75,000",USD,New York City ,21 - 30 years
4/24/2019 11:50:23,35-44,"Higher Ed, Marketing & Communications",Associate Director,"59,000",USD,"Philadelphia, PA",11 - 20 years
4/24/2019 11:50:23,35-44,Government Contractor,Project Manager/Senior Analyst,"$84,900",USD,New Jersey,11 - 20 years
4/24/2019 11:50:26,35-44,Entertainment/games,Project Manager,90000,USD,Seattle/WA/USA,8 - 10 years
4/24/2019 11:50:27,25-34,Media,Media Planner + Buyer,72500,USD,New York City,5-7 years
4/24/2019 11:50:28,25-34,Government Relations/Nonprofit,Senior Grassroots Advocacy Coordinator,"64,480",USD,"Arlington, VA, USA",5-7 years
4/24/2019 11:50:28,25-34,Architecture,Director,116000,USD,Chicago,11 - 20 years
4/24/2019 11:50:32,25-34,Government,Budget and Policy Analyst,132000,USD,"Seattle, Wa, USA",8 - 10 years
4/24/2019 11:50:35,25-34,Libraries,Digital Conversion Specialist,86000,USD,"Washington, D.C.",8 - 10 years
4/24/2019 11:50:35,35-44,Linguistics,Project Manager,76000,USD,"Atlanta, Georgia, USA",11 - 20 years
4/24/2019 11:50:35,25-34,Aerospace,Principal Mechanical Systems Engineer,"$126,000",USD,"Metro Washington, DC",11 - 20 years
4/24/2019 11:50:41,25-34,Media,SEO Manager,"65,000",USD,New York City,8 - 10 years
4/24/2019 11:50:43,45-54,Librarianship,Librarian,"65,000",USD,"New York, USA",11 - 20 years
4/24/2019 11:50:43,25-34,Government,Attorney,"95,000",USD,"Sacramento, CA",5-7 years
4/24/2019 11:50:44,25-34,Consulting,Analyst ,50000,USD,Seattle WA,5-7 years
4/24/2019 11:50:52,25-34,Governmental public health,Public Health Specialist,"$58,000",USD,"Madison, WI USA",2 - 4 years
4/24/2019 11:50:54,25-34,Academia ,Graduate Research Fellow,24324,USD,"Raleigh, NC USA",5-7 years
4/24/2019 11:50:55,25-34,Public Relations,Senior HR Manager,"110,000",USD,"New York, NY, USA",8 - 10 years
4/24/2019 11:50:55,25-34,Childcare (corporate office though),Engagement Coordinator,$22.80/hr non-exempt (~$48k),USD,Boston area,2 - 4 years
4/24/2019 11:50:56,35-44,nonprofit,fundraiser,115000,USD,"Washington, DC",11 - 20 years
4/24/2019 11:50:56,25-34,Customer Service,Project Manager,55000,USD,"Indianapolis, IN, USA",8 - 10 years
4/24/2019 11:50:56,25-34,Nonprofit Consulting,Director,128K + bonus ,USD,Washington DC,8 - 10 years
4/24/2019 11:50:57,25-34,Archiving/Tech,Web Application Developer,"95,000",USD,"San Francisco, CA",5-7 years
4/24/2019 11:50:57,25-34,Non Profit,Executive Assistant,"$51,500",USD,"New York City, NY, USA",5-7 years
4/24/2019 11:50:57,35-44,nonprofit / social services,program coordinator,45000,USD,Midwest City USA,5-7 years
4/24/2019 11:51:01,25-34,Tech,Sr Content Writer,"90,000",USD,"Nashville, TN, USA",8 - 10 years
4/24/2019 11:51:02,25-34,Medical administration ,Contact center representative,34200,USD,"Iselin, New Jersey, USA",2 - 4 years
4/24/2019 11:51:03,35-44,Pharma,Regulatory Affairs Manager,70000,EUR,Germany,2 - 4 years
4/24/2019 11:51:05,35-44,Technology,Director of customer success,"115,000",USD,"Chicago, IL",11 - 20 years
4/24/2019 11:51:05,35-44,Legal-Law Firm,Reference Librarian,"72,000",USD,"Rochester, NY",8 - 10 years
4/24/2019 11:51:06,45-54,Information Technology,Sr Oracle Applications Consultant,"127,500",USD,,21 - 30 years
4/24/2019 11:51:09,35-44,Administration,Admin Director,64000,USD,"Plano, Texas, USA",8 - 10 years
4/24/2019 11:51:09,35-44,Libraries,Youth Services Supervisor,"70,000",USD,"Falls Church, VA, USA",5-7 years
